,0,5IAL_3_TT301.50,5IAL_3_QIT301.52,5IAL_3_PIT 301.55,5IAL_3_QIT301.57,5IAL_3_PIT301.60,5IAL_3_FIT301.61MF,5IAL_3_FIT301.61VF,5IAL_3_FIT301.61D,5IAL_3_PIT301.63,5IAL_3_P301.70,5IAL_3_R301.71,5IAL_3_P301.72,5IAL_3_301.BatchName,5IAL_3_XPV301.05,5IAL_3_XPV301.06,5IAL_3_XPV301.08,5IAL_3_XPV301.09,5IAL_3_XPV301.22,5IAL_3_XPV301.35,5IAL_3_XPV301.36,5IAL_3_XPV301.42,5IAL_3_XPV301.43,5IAL_3_XPV301.46,5IAL_3_XPV301.53,5IAL_3_XPV301.54,5IAL_3_XPV301.63,5IAL_3_LSL301.51,5IAL_3_LSL301.53,5IAL_3_GSC301.44,5IAL_3_GSO301.44,5IAL_3_LSL301.64,5IAL_3_LSL301.68,5IAL_3_LSLL301.69,5IAL_3_301.OCCUPIED,5IAL_3_LIT301.54,5IAL_3_LSH301.56,5IAL_3_XPV301.13,5IAL_3_WY301.54
0,2023-03-17 00:01:00,  27.23,   9.16,   0.66, 988.93,  -0.00, 134.66,   7.41, 1.0902,   2.25,   2.04, 693.84,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.34,   0,   2.01, 1895.9
1,2023-03-17 00:02:00,  27.22,   9.17,   0.66, 989.64,  -0.00, 135.60,   7.46, 1.0905,   2.25,   1.98, 693.50,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.34,   0,   1.82, 1895.9
2,2023-03-17 00:03:00,  27.22,   9.16,   0.66, 988.52,  -0.00, 134.99,   7.43, 1.0904,   2.25,   1.97, 693.64,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.36,   0,   2.04, 1895.9
3,2023-03-17 00:04:00,  27.22,   9.19,  -0.12, 989.35,  -0.00,  0.000,   0.00, 1.0995,   2.25,   0.03,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.20,   0,   0.03, 1895.9
4,2023-03-17 00:05:00,  27.21,   9.23,  -0.12, 990.60,  -0.00,  0.000,   0.00, 1.1005,   2.25,   0.03,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.16,   0,   0.03, 1895.9
5,2023-03-17 00:06:00,  27.21,   9.24,  -0.12, 990.42,  -0.00,  0.000,   0.00, 1.1091,   2.25,   0.03,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.15,   0,   0.03, 1895.9
6,2023-03-17 00:07:00,  27.19,   9.25,  -0.12, 990.48,  -0.00, -4.303,  -0.23, 1.1109,   2.25,   0.03,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.15,   0,   0.03, 1895.9
7,2023-03-17 00:08:00,  27.19,   9.27,  -0.12, 990.89,  -0.00,  0.000,   0.00, 1.1179,   2.25,   0.03,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.15,   0,   0.03, 1895.9
8,2023-03-17 00:09:00,  27.20,   9.28,  -0.12, 990.97,  -0.00,  0.000,   0.00, 1.1180,   2.25,   0.03,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.15,   0,   0.02, 1895.9
9,2023-03-17 00:10:00,  27.19,   9.29,  -0.12, 991.57,  -0.00,  0.000,   0.00, 1.1141,   2.25,   0.01,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.15,   0,   0.03, 1895.9
10,2023-03-17 00:11:00,  27.17,   9.30,  -0.12, 992.60,  -0.00,  0.000,   0.00, 1.1088,   2.25,   0.01,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.15,   0,   0.00, 1895.9
11,2023-03-17 00:12:00,  27.18,   9.30,  -0.12, 991.97,  -0.00,  0.000,   0.00, 1.1070,   2.25,   0.00,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.15,   0,   0.00, 1895.9
12,2023-03-17 00:13:00,  27.18,   9.17,   0.64, 992.51,  -0.00, 130.05,   7.16, 1.0898,   2.25,   2.04, 693.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.34,   0,   1.96, 1895.9
13,2023-03-17 00:14:00,  27.19,   9.17,   0.63, 989.81,  -0.00, 130.30,   7.17, 1.0897,   2.25,   1.97, 691.30,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.12,   0,   2.03, 1895.9
14,2023-03-17 00:15:00,  27.19,   9.17,   0.64, 990.25,  -0.00, 131.72,   7.25, 1.0897,   2.25,   2.00, 691.96,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.22,   0,   2.00, 1895.9
15,2023-03-17 00:16:00,  27.19,   9.18,  -0.12, 989.71,  -0.00,  0.000,   0.00, 1.0928,   2.25,   0.00,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.15,   0,   0.00, 1895.9
16,2023-03-17 00:17:00,  27.19,   9.20,  -0.12, 990.13,  -0.00,  0.000,   0.00, 1.0943,   2.25,   0.03,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.15,   0,   0.03, 1895.9
17,2023-03-17 00:18:00,  27.18,   9.23,   0.56, 989.73,  -0.00, 135.75,   7.47, 1.0896,   2.25,   1.99,   0.00,   0.00,KP5512307507,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  96.70,   0,   2.00, 1895.9
