,0,5IAL_3_TT301.50,5IAL_3_QIT301.52,5IAL_3_PIT 301.55,5IAL_3_QIT301.57,5IAL_3_PIT301.60,5IAL_3_FIT301.61MF,5IAL_3_FIT301.61VF,5IAL_3_FIT301.61D,5IAL_3_PIT301.63,5IAL_3_P301.70,5IAL_3_R301.71,5IAL_3_P301.72,5IAL_3_301.BatchName,5IAL_3_XPV301.05,5IAL_3_XPV301.06,5IAL_3_XPV301.08,5IAL_3_XPV301.09,5IAL_3_XPV301.22,5IAL_3_XPV301.35,5IAL_3_XPV301.36,5IAL_3_XPV301.42,5IAL_3_XPV301.43,5IAL_3_XPV301.46,5IAL_3_XPV301.53,5IAL_3_XPV301.54,5IAL_3_XPV301.63,5IAL_3_LSL301.51,5IAL_3_LSL301.53,5IAL_3_GSC301.44,5IAL_3_GSO301.44,5IAL_3_LSL301.64,5IAL_3_LSL301.68,5IAL_3_LSLL301.69,5IAL_3_301.OCCUPIED,5IAL_3_LIT301.54,5IAL_3_LSH301.56,5IAL_3_XPV301.13,5IAL_3_WY301.54
0,2023-04-14 00:01:00,  25.20,   9.88,   0.55, 136.31,   0.00, 126.70,   7.03, 1.0806,   2.39,   2.06, 418.20,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  53.66,   0,   1.95, 943.05
1,2023-04-14 00:02:00,  25.31,   9.89,   0.55, 131.61,   0.00, 127.09,   7.03, 1.0839,   2.39,   1.97, 423.20,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  54.66,   0,   1.98, 963.05
2,2023-04-14 00:03:00,  25.42,   9.88,   0.57, 127.34,   0.00, 127.21,   7.02, 1.0870,   2.39,   2.11, 427.93,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  55.62,   0,   2.01, 983.04
3,2023-04-14 00:04:00,  25.51,   9.87,   0.58, 123.11,   0.00, 128.87,   7.09, 1.0908,   2.39,   1.73, 432.82,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  56.58,   0,   1.99, 1003.0
4,2023-04-14 00:05:00,  25.60,   9.90,   0.57, 119.22,   0.00, 128.55,   7.05, 1.0942,   2.39,   1.94, 437.77,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  57.57,   0,   1.98, 1023.0
5,2023-04-14 00:06:00,  25.68,   9.90,   0.57, 115.18,   0.00, 127.99,   7.00, 1.0971,   2.39,   1.97, 442.50,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  58.52,   0,   2.06, 1043.0
6,2023-04-14 00:07:00,  25.73,   9.90,   0.56, 112.11,  -0.00, 130.91,   7.16, 1.0964,   2.39,   1.86, 445.20,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  59.03,   0,   1.99, 1058.8
7,2023-04-14 00:08:00,  27.27,   9.76,   0.64, 104.46,   0.00, 123.01,   6.73, 1.0963,   2.39,   2.01, 452.04,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  60.42,   0,   1.94, 1077.1
8,2023-04-14 00:09:00,  28.78,   9.66,   0.65,  96.50,   0.00, 126.29,   6.90, 1.0978,   2.39,   2.00, 460.01,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  62.03,   0,   1.90, 1112.1
9,2023-04-14 00:10:00,  29.84,   9.64,   0.65,  86.26,   0.00, 125.20,   6.83, 1.0993,   2.39,   2.00, 466.71,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  63.37,   0,   2.12, 1142.2
10,2023-04-14 00:11:00,  29.33,   9.59,   0.55,  82.67,   0.00, 130.44,   7.12, 1.0998,   2.39,   1.96, 467.29,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  63.45,   0,   1.99, 1152.9
11,2023-04-14 00:12:00,  29.17,   9.63,   0.55,  82.91,  -0.00, 129.70,   7.08, 1.0985,   2.39,   1.98, 467.17,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  63.44,   0,   1.87, 1152.9
12,2023-04-14 00:13:00,  29.13,   9.29,   0.64, 168.17,   0.00, 123.46,   6.75, 1.0971,   2.39,   1.99, 475.47,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  65.14,   0,   1.96, 1179.6
13,2023-04-14 00:14:00,  29.11,   9.18,   0.64, 241.84,   0.00, 123.51,   6.76, 1.0967,   2.39,   1.99, 482.74,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  66.57,   0,   2.06, 1209.6
14,2023-04-14 00:15:00,  29.09,   9.10,   0.66, 315.07,   0.00, 124.96,   6.84, 1.0966,   2.39,   2.01, 489.71,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  67.97,   0,   1.99, 1239.5
15,2023-04-14 00:16:00,  29.06,   9.03,   0.66, 381.30,   0.00, 122.55,   6.71, 1.0951,   2.39,   2.08, 497.32,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  69.47,   0,   2.03, 1269.5
16,2023-04-14 00:17:00,  29.04,   8.90,   0.67, 458.31,   0.00, 122.47,   6.72, 1.0941,   2.39,   2.03, 504.55,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  70.91,   0,   1.99, 1299.6
17,2023-04-14 00:18:00,  29.00,   8.81,   0.68, 524.81,   0.00, 123.09,   6.74, 1.0953,   2.39,   1.97, 512.05,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  72.44,   0,   1.98, 1329.6
18,2023-04-14 00:19:00,  28.98,   8.77,   0.61, 581.24,   0.00, 124.93,   6.84, 1.0953,   2.39,   2.02, 514.97,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  73.00,   0,   1.83, 1352.5
19,2023-04-14 00:20:00,  28.83,   8.80,   0.66, 578.42,   0.00, 123.43,   6.78, 1.0928,   2.39,   2.04, 520.54,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  74.13,   0,   1.95, 1368.6
20,2023-04-14 00:21:00,  28.66,   8.80,   0.65, 601.91,   0.00, 121.01,   6.65, 1.0922,   2.39,   1.98, 527.65,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  75.57,   0,   1.97, 1398.6
21,2023-04-14 00:22:00,  28.53,   8.81,   0.66, 625.51,   0.00, 123.31,   6.78, 1.0917,   2.39,   2.00, 535.27,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  77.07,   0,   2.08, 1428.6
22,2023-04-14 00:23:00,  28.42,   8.81,   0.66, 648.34,   0.00, 126.00,   6.93, 1.0914,   2.39,   1.94, 542.15,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  78.45,   0,   2.02, 1458.6
23,2023-04-14 00:24:00,  28.30,   8.82,   0.65, 671.06,   0.00, 122.89,   6.76, 1.0904,   2.39,   1.97, 549.47,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  79.93,   0,   2.01, 1488.6
24,2023-04-14 00:25:00,  28.18,   8.83,   0.65, 688.19,   0.00, 122.83,   6.76, 1.0900,   2.39,   2.06, 556.42,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  81.33,   0,   2.03, 1518.6
25,2023-04-14 00:26:00,  28.07,   8.84,   0.66, 710.58,   0.00, 125.74,   6.92, 1.0897,   2.39,   1.85, 563.65,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  82.79,   0,   2.02, 1548.6
26,2023-04-14 00:27:00,  27.96,   8.85,   0.66, 729.58,   0.00, 124.64,   6.87, 1.0891,   2.39,   2.03, 570.96,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  84.25,   0,   1.97, 1578.6
27,2023-04-14 00:28:00,  27.87,   8.85,   0.67, 748.32,   0.00, 125.95,   6.94, 1.0887,   2.39,   2.06, 578.17,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  85.70,   0,   2.00, 1608.6
28,2023-04-14 00:29:00,  27.74,   8.85,   0.67, 767.46,   0.00, 125.42,   6.92, 1.0882,   2.39,   1.95, 585.34,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  87.09,   0,   2.01, 1638.6
29,2023-04-14 00:30:00,  27.64,   8.86,   0.66, 785.12,   0.00, 125.93,   6.94, 1.0882,   2.39,   1.99, 592.71,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  88.56,   0,   1.96, 1668.6
30,2023-04-14 00:31:00,  27.55,   8.86,   0.66, 802.28,   0.00, 124.52,   6.87, 1.0870,   2.39,   1.99, 599.79,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  89.97,   0,   1.97, 1698.6
31,2023-04-14 00:32:00,  27.45,   8.87,   0.66, 819.62,   0.00, 123.21,   6.80, 1.0865,   2.39,   2.02, 613.56,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  91.41,   0,   1.95, 1728.6
32,2023-04-14 00:33:00,  27.38,   8.87,   0.67, 834.71,   0.00, 125.40,   6.93, 1.0863,   2.39,   1.81, 627.93,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  92.81,   0,   2.03, 1758.6
33,2023-04-14 00:34:00,  27.44,   8.87,   0.66, 838.31,   0.00, 124.12,   6.86, 1.0858,   2.39,   2.01, 630.99,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  93.16,   0,   2.00, 1766.8
34,2023-04-14 00:35:00,  27.32,   8.88,   0.68, 915.04,   0.00, 125.46,   6.95, 1.0831,   2.39,   1.98, 646.88,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  94.69,   0,   1.95, 1796.6
35,2023-04-14 00:36:00,  27.27,   8.89,   0.67, 977.70,   0.00, 122.99,   6.82, 1.0812,   2.39,   1.94, 661.94,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  96.24,   0,   2.07, 1826.5
36,2023-04-14 00:37:00,  27.19,   8.90,   0.68, 1048.9,   0.00, 124.93,   6.94, 1.0794,   2.39,   1.97, 676.95,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  97.70,   0,   2.00, 1856.6
37,2023-04-14 00:38:00,  27.12,   8.91,   0.68, 1116.9,   0.00, 123.54,   6.88, 1.0779,   2.39,   2.00, 691.61,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.21,   0,   1.95, 1886.6
38,2023-04-14 00:39:00,  27.15,   8.91,   0.63, 1130.1,  -0.00, 126.48,   7.03, 1.0789,   2.39,   1.98, 693.75,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.40,   0,   1.99, 1899.8
39,2023-04-14 00:40:00,  27.16,   8.91,   0.63, 1131.9,   0.00, 126.94,   7.06, 1.0790,   2.39,   1.97, 693.71,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.39,   0,   1.87, 1899.8
40,2023-04-14 00:41:00,  27.16,   8.90,   0.64, 1133.0,  -0.00, 127.91,   7.11, 1.0788,   2.39,   2.04, 693.24,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.35,   0,   1.95, 1899.8
41,2023-04-14 00:42:00,  27.17,   8.91,   0.62, 1132.1,   0.00, 126.28,   7.02, 1.0791,   2.39,   1.99, 693.27,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.35,   0,   1.94, 1899.8
42,2023-04-14 00:43:00,  27.16,   8.91,   0.62, 1132.8,   0.00, 126.03,   7.01, 1.0787,   2.39,   1.96, 693.17,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.32,   0,   2.01, 1899.8
43,2023-04-14 00:44:00,  27.15,   8.92,  -0.12, 1133.0,   0.00,  0.000,   0.00, 1.0851,   2.39,   0.03,   0.00,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.42,   0,   0.03, 1899.8
44,2023-04-14 00:45:00,  27.16,   8.92,  -0.12, 1133.4,   0.00,  0.000,   0.00, 1.0909,   2.38,   0.03,   0.00,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.55,   0,   0.03, 1899.8
45,2023-04-14 00:46:00,  27.16,   8.96,  -0.12, 1133.4,   0.00,  0.000,   0.00, 1.0953,   2.39,   0.03,   0.00,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.58,   0,   0.03, 1899.8
46,2023-04-14 00:47:00,  27.15,   8.98,  -0.12, 1133.7,   0.00,  0.000,   0.00, 1.0903,   2.39,   0.03,   0.00,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.56,   0,   0.03, 1899.8
47,2023-04-14 00:48:00,  27.15,   8.99,  -0.12, 1134.8,   0.00,  0.000,   0.00, 1.0881,   2.39,   0.03,   0.00,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.57,   0,   0.03, 1899.8
48,2023-04-14 00:49:00,  27.14,   8.99,  -0.12, 1135.4,   0.00,-16.152,  -0.90, 1.0790,   2.38,   0.03,   0.00,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.57,   0,   0.03, 1899.8
49,2023-04-14 00:50:00,  27.13,   8.99,  -0.12, 1134.8,   0.00,-12.517,  -0.70, 1.0797,   2.39,   0.03,   0.00,   0.00,CP5512310303,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,  99.53,   0,   0.03, 1899.8
