,0,5IAFL_3_P800-PIT403.50,5IAFL_3_P800-dP403.50,5IAFL_3_P800-PIT403.51,5IAFL_3_P800-FIT403.52,5IAFL_3_P800-LSL403.60,5IAFL_3_P800-P403.70_CIP,5IAFL_3_P800-P403.70_INK,5IAFL_3_P800-XPV403.03,5IAFL_3_P800-XPV403.06,5IAFL_3_P800-XPV403.48
744,2023-04-18 12:25:00,,,,,,,,,,
745,2023-04-18 12:26:00,,,,,,,,,,
746,2023-04-18 12:27:00,,,,,,,,,,
747,2023-04-18 12:28:00,,,,,,,,,,
748,2023-04-18 12:29:00,,,,,,,,,,
749,2023-04-18 12:30:00,,,,,,,,,,
750,2023-04-18 12:31:00,,,,,,,,,,
751,2023-04-18 12:32:00,,,,,,,,,,
752,2023-04-18 12:33:00,,,,,,,,,,
753,2023-04-18 12:34:00,,,,,,,,,,
754,2023-04-18 12:35:00,,,,,,,,,,
755,2023-04-18 12:36:00,,,,,,,,,,
756,2023-04-18 12:37:00,,,,,,,,,,
757,2023-04-18 12:38:00,,,,,,,,,,
758,2023-04-18 12:39:00,,,,,,,,,,
759,2023-04-18 12:40:00,,,,,,,,,,
760,2023-04-18 12:41:00,,,,,,,,,,
761,2023-04-18 12:42:00,,,,,,,,,,
762,2023-04-18 12:43:00,,,,,,,,,,
763,2023-04-18 12:44:00,,,,,,,,,,
764,2023-04-18 12:45:00,,,,,,,,,,
765,2023-04-18 12:46:00,,,,,,,,,,
766,2023-04-18 12:47:00,,,,,,,,,,
767,2023-04-18 12:48:00,,,,,,,,,,
768,2023-04-18 12:49:00,,,,,,,,,,
769,2023-04-18 12:50:00,,,,,,,,,,
770,2023-04-18 12:51:00,,,,,,,,,,
771,2023-04-18 12:52:00,,,,,,,,,,
772,2023-04-18 12:53:00,,,,,,,,,,
773,2023-04-18 12:54:00,,,,,,,,,,
774,2023-04-18 12:55:00,,,,,,,,,,
775,2023-04-18 12:56:00,,,,,,,,,,
776,2023-04-18 12:57:00,,,,,,,,,,
777,2023-04-18 12:58:00,,,,,,,,,,
778,2023-04-18 12:59:00,,,,,,,,,,
779,2023-04-18 13:00:00,,,,,,,,,,
780,2023-04-18 13:01:00,,,,,,,,,,
781,2023-04-18 13:02:00,,,,,,,,,,
782,2023-04-18 13:03:00,,,,,,,,,,
783,2023-04-18 13:04:00,,,,,,,,,,
784,2023-04-18 13:05:00,,,,,,,,,,
785,2023-04-18 13:06:00,,,,,,,,,,
786,2023-04-18 13:07:00,,,,,,,,,,
787,2023-04-18 13:08:00,,,,,,,,,,
788,2023-04-18 13:09:00,,,,,,,,,,
789,2023-04-18 13:10:00,,,,,,,,,,
790,2023-04-18 13:11:00,,,,,,,,,,
791,2023-04-18 13:12:00,,,,,,,,,,
792,2023-04-18 13:13:00,,,,,,,,,,
793,2023-04-18 13:14:00,,,,,,,,,,
794,2023-04-18 13:15:00,,,,,,,,,,
795,2023-04-18 13:16:00,,,,,,,,,,
796,2023-04-18 13:17:00,,,,,,,,,,
797,2023-04-18 13:18:00,,,,,,,,,,
798,2023-04-18 13:19:00,,,,,,,,,,
799,2023-04-18 13:20:00,,,,,,,,,,
800,2023-04-18 13:21:00,,,,,,,,,,
801,2023-04-18 13:22:00,,,,,,,,,,
802,2023-04-18 13:23:00,,,,,,,,,,
803,2023-04-18 13:24:00,,,,,,,,,,
804,2023-04-18 13:25:00,,,,,,,,,,
805,2023-04-18 13:26:00,,,,,,,,,,
806,2023-04-18 13:27:00,,,,,,,,,,
807,2023-04-18 13:28:00,,,,,,,,,,
808,2023-04-18 13:29:00,,,,,,,,,,
809,2023-04-18 13:30:00,,,,,,,,,,
810,2023-04-18 13:31:00,,,,,,,,,,
811,2023-04-18 13:32:00,,,,,,,,,,
812,2023-04-18 13:33:00,,,,,,,,,,
813,2023-04-18 13:34:00,,,,,,,,,,
814,2023-04-18 13:35:00,,,,,,,,,,
815,2023-04-18 13:36:00,,,,,,,,,,
816,2023-04-18 13:37:00,,,,,,,,,,
817,2023-04-18 13:38:00,,,,,,,,,,
818,2023-04-18 13:39:00,,,,,,,,,,
819,2023-04-18 13:40:00,,,,,,,,,,
820,2023-04-18 13:41:00,,,,,,,,,,
821,2023-04-18 13:42:00,,,,,,,,,,
822,2023-04-18 13:43:00,,,,,,,,,,
823,2023-04-18 13:44:00,,,,,,,,,,
824,2023-04-18 13:45:00,,,,,,,,,,
825,2023-04-18 13:46:00,,,,,,,,,,
826,2023-04-18 13:47:00,,,,,,,,,,
827,2023-04-18 13:48:00,,,,,,,,,,
828,2023-04-18 13:49:00,,,,,,,,,,
829,2023-04-18 13:50:00,,,,,,,,,,
830,2023-04-18 13:51:00,,,,,,,,,,
831,2023-04-18 13:52:00,,,,,,,,,,
832,2023-04-18 13:53:00,,,,,,,,,,
833,2023-04-18 13:54:00,,,,,,,,,,
834,2023-04-18 13:55:00,,,,,,,,,,
835,2023-04-18 13:56:00,,,,,,,,,,
836,2023-04-18 13:57:00,,,,,,,,,,
837,2023-04-18 13:58:00,,,,,,,,,,
838,2023-04-18 13:59:00,,,,,,,,,,
839,2023-04-18 14:00:00,,,,,,,,,,
840,2023-04-18 14:01:00,,,,,,,,,,
841,2023-04-18 14:02:00,,,,,,,,,,
842,2023-04-18 14:03:00,,,,,,,,,,
843,2023-04-18 14:04:00,,,,,,,,,,
844,2023-04-18 14:05:00,,,,,,,,,,
845,2023-04-18 14:06:00,,,,,,,,,,
846,2023-04-18 14:07:00,,,,,,,,,,
847,2023-04-18 14:08:00,,,,,,,,,,
848,2023-04-18 14:09:00,,,,,,,,,,
849,2023-04-18 14:10:00,,,,,,,,,,
850,2023-04-18 14:11:00,,,,,,,,,,
851,2023-04-18 14:12:00,,,,,,,,,,
852,2023-04-18 14:13:00,,,,,,,,,,
853,2023-04-18 14:14:00,,,,,,,,,,
854,2023-04-18 14:15:00,,,,,,,,,,
855,2023-04-18 14:16:00,,,,,,,,,,
856,2023-04-18 14:17:00,,,,,,,,,,
857,2023-04-18 14:18:00,,,,,,,,,,
858,2023-04-18 14:19:00,,,,,,,,,,
859,2023-04-18 14:20:00,,,,,,,,,,
860,2023-04-18 14:21:00,,,,,,,,,,
861,2023-04-18 14:22:00,,,,,,,,,,
862,2023-04-18 14:23:00,,,,,,,,,,
863,2023-04-18 14:24:00,,,,,,,,,,
864,2023-04-18 14:25:00,,,,,,,,,,
865,2023-04-18 14:26:00,,,,,,,,,,
866,2023-04-18 14:27:00,,,,,,,,,,
867,2023-04-18 14:28:00,,,,,,,,,,
868,2023-04-18 14:29:00,,,,,,,,,,
869,2023-04-18 14:30:00,,,,,,,,,,
870,2023-04-18 14:31:00,,,,,,,,,,
871,2023-04-18 14:32:00,,,,,,,,,,
872,2023-04-18 14:33:00,,,,,,,,,,
873,2023-04-18 14:34:00,,,,,,,,,,
874,2023-04-18 14:35:00,,,,,,,,,,
875,2023-04-18 14:36:00,,,,,,,,,,
876,2023-04-18 14:37:00,,,,,,,,,,
877,2023-04-18 14:38:00,,,,,,,,,,
878,2023-04-18 14:39:00,,,,,,,,,,
879,2023-04-18 14:40:00,,,,,,,,,,
880,2023-04-18 14:41:00,,,,,,,,,,
881,2023-04-18 14:42:00,,,,,,,,,,
882,2023-04-18 14:43:00,,,,,,,,,,
883,2023-04-18 14:44:00,,,,,,,,,,
884,2023-04-18 14:45:00,,,,,,,,,,
885,2023-04-18 14:46:00,,,,,,,,,,
886,2023-04-18 14:47:00,,,,,,,,,,
887,2023-04-18 14:48:00,,,,,,,,,,
888,2023-04-18 14:49:00,,,,,,,,,,
889,2023-04-18 14:50:00,,,,,,,,,,
890,2023-04-18 14:51:00,,,,,,,,,,
891,2023-04-18 14:52:00,,,,,,,,,,
892,2023-04-18 14:53:00,,,,,,,,,,
893,2023-04-18 14:54:00,,,,,,,,,,
894,2023-04-18 14:55:00,,,,,,,,,,
895,2023-04-18 14:56:00,,,,,,,,,,
896,2023-04-18 14:57:00,,,,,,,,,,
897,2023-04-18 14:58:00,,,,,,,,,,
898,2023-04-18 14:59:00,,,,,,,,,,
899,2023-04-18 15:00:00,,,,,,,,,,
900,2023-04-18 15:01:00,,,,,,,,,,
901,2023-04-18 15:02:00,,,,,,,,,,
902,2023-04-18 15:03:00,,,,,,,,,,
903,2023-04-18 15:04:00,,,,,,,,,,
904,2023-04-18 15:05:00,,,,,,,,,,
905,2023-04-18 15:06:00,,,,,,,,,,
906,2023-04-18 15:07:00,,,,,,,,,,
907,2023-04-18 15:08:00,,,,,,,,,,
908,2023-04-18 15:09:00,,,,,,,,,,
909,2023-04-18 15:10:00,,,,,,,,,,
910,2023-04-18 15:11:00,,,,,,,,,,
911,2023-04-18 15:12:00,,,,,,,,,,
912,2023-04-18 15:13:00,,,,,,,,,,
913,2023-04-18 15:14:00,,,,,,,,,,
914,2023-04-18 15:15:00,,,,,,,,,,
915,2023-04-18 15:16:00,,,,,,,,,,
916,2023-04-18 15:17:00,,,,,,,,,,
917,2023-04-18 15:18:00,,,,,,,,,,
918,2023-04-18 15:19:00,,,,,,,,,,
919,2023-04-18 15:20:00,,,,,,,,,,
920,2023-04-18 15:21:00,,,,,,,,,,
921,2023-04-18 15:22:00,,,,,,,,,,
922,2023-04-18 15:23:00,,,,,,,,,,
923,2023-04-18 15:24:00,,,,,,,,,,
924,2023-04-18 15:25:00,,,,,,,,,,
925,2023-04-18 15:26:00,,,,,,,,,,
926,2023-04-18 15:27:00,,,,,,,,,,
927,2023-04-18 15:28:00,,,,,,,,,,
928,2023-04-18 15:29:00,,,,,,,,,,
929,2023-04-18 15:30:00,,,,,,,,,,
930,2023-04-18 15:31:00,,,,,,,,,,
931,2023-04-18 15:32:00,,,,,,,,,,
932,2023-04-18 15:33:00,,,,,,,,,,
933,2023-04-18 15:34:00,,,,,,,,,,
934,2023-04-18 15:35:00,,,,,,,,,,
935,2023-04-18 15:36:00,,,,,,,,,,
936,2023-04-18 15:37:00,,,,,,,,,,
937,2023-04-18 15:38:00,,,,,,,,,,
938,2023-04-18 15:39:00,,,,,,,,,,
939,2023-04-18 15:40:00,,,,,,,,,,
940,2023-04-18 15:41:00,,,,,,,,,,
941,2023-04-18 15:42:00,,,,,,,,,,
942,2023-04-18 15:43:00,,,,,,,,,,
943,2023-04-18 15:44:00,,,,,,,,,,
944,2023-04-18 15:45:00,,,,,,,,,,
945,2023-04-18 15:46:00,,,,,,,,,,
946,2023-04-18 15:47:00,,,,,,,,,,
947,2023-04-18 15:48:00,,,,,,,,,,
948,2023-04-18 15:49:00,,,,,,,,,,
949,2023-04-18 15:50:00,,,,,,,,,,
950,2023-04-18 15:51:00,,,,,,,,,,
951,2023-04-18 15:52:00,,,,,,,,,,
952,2023-04-18 15:53:00,,,,,,,,,,
953,2023-04-18 15:54:00,,,,,,,,,,
954,2023-04-18 15:55:00,,,,,,,,,,
955,2023-04-18 15:56:00,,,,,,,,,,
956,2023-04-18 15:57:00,,,,,,,,,,
957,2023-04-18 15:58:00,,,,,,,,,,
958,2023-04-18 15:59:00,,,,,,,,,,
959,2023-04-18 16:00:00,,,,,,,,,,
960,2023-04-18 16:01:00,,,,,,,,,,
961,2023-04-18 16:02:00,,,,,,,,,,
962,2023-04-18 16:03:00,,,,,,,,,,
963,2023-04-18 16:04:00,,,,,,,,,,
964,2023-04-18 16:05:00,,,,,,,,,,
965,2023-04-18 16:06:00,,,,,,,,,,
966,2023-04-18 16:07:00,,,,,,,,,,
967,2023-04-18 16:08:00,,,,,,,,,,
968,2023-04-18 16:09:00,,,,,,,,,,
969,2023-04-18 16:10:00,,,,,,,,,,
970,2023-04-18 16:11:00,,,,,,,,,,
971,2023-04-18 16:12:00,,,,,,,,,,
972,2023-04-18 16:13:00,,,,,,,,,,
973,2023-04-18 16:14:00,,,,,,,,,,
974,2023-04-18 16:15:00,,,,,,,,,,
975,2023-04-18 16:16:00,,,,,,,,,,
976,2023-04-18 16:17:00,,,,,,,,,,
977,2023-04-18 16:18:00,,,,,,,,,,
978,2023-04-18 16:19:00,,,,,,,,,,
979,2023-04-18 16:20:00,,,,,,,,,,
980,2023-04-18 16:21:00,,,,,,,,,,
981,2023-04-18 16:22:00,,,,,,,,,,
982,2023-04-18 16:23:00,,,,,,,,,,
983,2023-04-18 16:24:00,,,,,,,,,,
984,2023-04-18 16:25:00,,,,,,,,,,
985,2023-04-18 16:26:00,,,,,,,,,,
986,2023-04-18 16:27:00,,,,,,,,,,
987,2023-04-18 16:28:00,,,,,,,,,,
988,2023-04-18 16:29:00,,,,,,,,,,
989,2023-04-18 16:30:00,,,,,,,,,,
990,2023-04-18 16:31:00,,,,,,,,,,
991,2023-04-18 16:32:00,,,,,,,,,,
992,2023-04-18 16:33:00,,,,,,,,,,
993,2023-04-18 16:34:00,,,,,,,,,,
994,2023-04-18 16:35:00,,,,,,,,,,
995,2023-04-18 16:36:00,,,,,,,,,,
996,2023-04-18 16:37:00,,,,,,,,,,
997,2023-04-18 16:38:00,,,,,,,,,,
998,2023-04-18 16:39:00,,,,,,,,,,
999,2023-04-18 16:40:00,,,,,,,,,,
1000,2023-04-18 16:41:00,,,,,,,,,,
1001,2023-04-18 16:42:00,,,,,,,,,,
1002,2023-04-18 16:43:00,,,,,,,,,,
1003,2023-04-18 16:44:00,,,,,,,,,,
1004,2023-04-18 16:45:00,,,,,,,,,,
1005,2023-04-18 16:46:00,,,,,,,,,,
1006,2023-04-18 16:47:00,,,,,,,,,,
1007,2023-04-18 16:48:00,,,,,,,,,,
1008,2023-04-18 16:49:00,,,,,,,,,,
1009,2023-04-18 16:50:00,,,,,,,,,,
1010,2023-04-18 16:51:00,,,,,,,,,,
1011,2023-04-18 16:52:00,,,,,,,,,,
1012,2023-04-18 16:53:00,,,,,,,,,,
1013,2023-04-18 16:54:00,,,,,,,,,,
1014,2023-04-18 16:55:00,,,,,,,,,,
1015,2023-04-18 16:56:00,,,,,,,,,,
1016,2023-04-18 16:57:00,,,,,,,,,,
1017,2023-04-18 16:58:00,,,,,,,,,,
1018,2023-04-18 16:59:00,,,,,,,,,,
1019,2023-04-18 17:00:00,,,,,,,,,,
1020,2023-04-18 17:01:00,,,,,,,,,,
1021,2023-04-18 17:02:00,,,,,,,,,,
1022,2023-04-18 17:03:00,,,,,,,,,,
1023,2023-04-18 17:04:00,,,,,,,,,,
1024,2023-04-18 17:05:00,,,,,,,,,,
1025,2023-04-18 17:06:00,,,,,,,,,,
1026,2023-04-18 17:07:00,,,,,,,,,,
1027,2023-04-18 17:08:00,,,,,,,,,,
1028,2023-04-18 17:09:00,,,,,,,,,,
1029,2023-04-18 17:10:00,,,,,,,,,,
1030,2023-04-18 17:11:00,,,,,,,,,,
1031,2023-04-18 17:12:00,,,,,,,,,,
1032,2023-04-18 17:13:00,,,,,,,,,,
1033,2023-04-18 17:14:00,,,,,,,,,,
1034,2023-04-18 17:15:00,,,,,,,,,,
1035,2023-04-18 17:16:00,,,,,,,,,,
1036,2023-04-18 17:17:00,,,,,,,,,,
1037,2023-04-18 17:18:00,,,,,,,,,,
1038,2023-04-18 17:19:00,,,,,,,,,,
1039,2023-04-18 17:20:00,,,,,,,,,,
1040,2023-04-18 17:21:00,,,,,,,,,,
1041,2023-04-18 17:22:00,,,,,,,,,,
1042,2023-04-18 17:23:00,,,,,,,,,,
1043,2023-04-18 17:24:00,,,,,,,,,,
1044,2023-04-18 17:25:00,,,,,,,,,,
1045,2023-04-18 17:26:00,,,,,,,,,,
1046,2023-04-18 17:27:00,,,,,,,,,,
1047,2023-04-18 17:28:00,,,,,,,,,,
1048,2023-04-18 17:29:00,,,,,,,,,,
1049,2023-04-18 17:30:00,,,,,,,,,,
1050,2023-04-18 17:31:00,,,,,,,,,,
1051,2023-04-18 17:32:00,,,,,,,,,,
1052,2023-04-18 17:33:00,,,,,,,,,,
1053,2023-04-18 17:34:00,,,,,,,,,,
1054,2023-04-18 17:35:00,,,,,,,,,,
1055,2023-04-18 17:36:00,,,,,,,,,,
1056,2023-04-18 17:37:00,,,,,,,,,,
1057,2023-04-18 17:38:00,,,,,,,,,,
1058,2023-04-18 17:39:00,,,,,,,,,,
1059,2023-04-18 17:40:00,,,,,,,,,,
1060,2023-04-18 17:41:00,,,,,,,,,,
1061,2023-04-18 17:42:00,,,,,,,,,,
1062,2023-04-18 17:43:00,,,,,,,,,,
1063,2023-04-18 17:44:00,,,,,,,,,,
1064,2023-04-18 17:45:00,,,,,,,,,,
1065,2023-04-18 17:46:00,,,,,,,,,,
1066,2023-04-18 17:47:00,,,,,,,,,,
1067,2023-04-18 17:48:00,,,,,,,,,,
1068,2023-04-18 17:49:00,,,,,,,,,,
1069,2023-04-18 17:50:00,,,,,,,,,,
1070,2023-04-18 17:51:00,,,,,,,,,,
1071,2023-04-18 17:52:00,,,,,,,,,,
1072,2023-04-18 17:53:00,,,,,,,,,,
1073,2023-04-18 17:54:00,,,,,,,,,,
1074,2023-04-18 17:55:00,,,,,,,,,,
1075,2023-04-18 17:56:00,,,,,,,,,,
1076,2023-04-18 17:57:00,,,,,,,,,,
1077,2023-04-18 17:58:00,,,,,,,,,,
1078,2023-04-18 17:59:00,,,,,,,,,,
1079,2023-04-18 18:00:00,,,,,,,,,,
1080,2023-04-18 18:01:00,,,,,,,,,,
1081,2023-04-18 18:02:00,,,,,,,,,,
1082,2023-04-18 18:03:00,,,,,,,,,,
1083,2023-04-18 18:04:00,,,,,,,,,,
1084,2023-04-18 18:05:00,,,,,,,,,,
1085,2023-04-18 18:06:00,,,,,,,,,,
1086,2023-04-18 18:07:00,,,,,,,,,,
1087,2023-04-18 18:08:00,,,,,,,,,,
1088,2023-04-18 18:09:00,,,,,,,,,,
1089,2023-04-18 18:10:00,,,,,,,,,,
1090,2023-04-18 18:11:00,,,,,,,,,,
1091,2023-04-18 18:12:00,,,,,,,,,,
1092,2023-04-18 18:13:00,,,,,,,,,,
1093,2023-04-18 18:14:00,,,,,,,,,,
1094,2023-04-18 18:15:00,,,,,,,,,,
1095,2023-04-18 18:16:00,,,,,,,,,,
1096,2023-04-18 18:17:00,,,,,,,,,,
1097,2023-04-18 18:18:00,,,,,,,,,,
1098,2023-04-18 18:19:00,,,,,,,,,,
1099,2023-04-18 18:20:00,,,,,,,,,,
1100,2023-04-18 18:21:00,,,,,,,,,,
1101,2023-04-18 18:22:00,,,,,,,,,,
1102,2023-04-18 18:23:00,,,,,,,,,,
1103,2023-04-18 18:24:00,,,,,,,,,,
1104,2023-04-18 18:25:00,,,,,,,,,,
1105,2023-04-18 18:26:00,,,,,,,,,,
1106,2023-04-18 18:27:00,,,,,,,,,,
1107,2023-04-18 18:28:00,,,,,,,,,,
1108,2023-04-18 18:29:00,,,,,,,,,,
1109,2023-04-18 18:30:00,,,,,,,,,,
1110,2023-04-18 18:31:00,,,,,,,,,,
1111,2023-04-18 18:32:00,,,,,,,,,,
1112,2023-04-18 18:33:00,,,,,,,,,,
1113,2023-04-18 18:34:00,,,,,,,,,,
1114,2023-04-18 18:35:00,,,,,,,,,,
1115,2023-04-18 18:36:00,,,,,,,,,,
1116,2023-04-18 18:37:00,,,,,,,,,,
1117,2023-04-18 18:38:00,,,,,,,,,,
1118,2023-04-18 18:39:00,,,,,,,,,,
1119,2023-04-18 18:40:00,,,,,,,,,,
1120,2023-04-18 18:41:00,,,,,,,,,,
1121,2023-04-18 18:42:00,,,,,,,,,,
1122,2023-04-18 18:43:00,,,,,,,,,,
1123,2023-04-18 18:44:00,,,,,,,,,,
1124,2023-04-18 18:45:00,,,,,,,,,,
1125,2023-04-18 18:46:00,,,,,,,,,,
1126,2023-04-18 18:47:00,,,,,,,,,,
1127,2023-04-18 18:48:00,,,,,,,,,,
1128,2023-04-18 18:49:00,,,,,,,,,,
1129,2023-04-18 18:50:00,,,,,,,,,,
1130,2023-04-18 18:51:00,,,,,,,,,,
1131,2023-04-18 18:52:00,,,,,,,,,,
1132,2023-04-18 18:53:00,,,,,,,,,,
1133,2023-04-18 18:54:00,,,,,,,,,,
1134,2023-04-18 18:55:00,,,,,,,,,,
1135,2023-04-18 18:56:00,,,,,,,,,,
1136,2023-04-18 18:57:00,,,,,,,,,,
1137,2023-04-18 18:58:00,,,,,,,,,,
1138,2023-04-18 18:59:00,,,,,,,,,,
1139,2023-04-18 19:00:00,,,,,,,,,,
1140,2023-04-18 19:01:00,,,,,,,,,,
1141,2023-04-18 19:02:00,,,,,,,,,,
1142,2023-04-18 19:03:00,,,,,,,,,,
1143,2023-04-18 19:04:00,,,,,,,,,,
1144,2023-04-18 19:05:00,,,,,,,,,,
1145,2023-04-18 19:06:00,,,,,,,,,,
1146,2023-04-18 19:07:00,,,,,,,,,,
1147,2023-04-18 19:08:00,,,,,,,,,,
1148,2023-04-18 19:09:00,,,,,,,,,,
1149,2023-04-18 19:10:00,,,,,,,,,,
1150,2023-04-18 19:11:00,,,,,,,,,,
1151,2023-04-18 19:12:00,,,,,,,,,,
1152,2023-04-18 19:13:00,,,,,,,,,,
1153,2023-04-18 19:14:00,,,,,,,,,,
1154,2023-04-18 19:15:00,,,,,,,,,,
1155,2023-04-18 19:16:00,,,,,,,,,,
1156,2023-04-18 19:17:00,,,,,,,,,,
1157,2023-04-18 19:18:00,,,,,,,,,,
1158,2023-04-18 19:19:00,,,,,,,,,,
1159,2023-04-18 19:20:00,,,,,,,,,,
1160,2023-04-18 19:21:00,,,,,,,,,,
1161,2023-04-18 19:22:00,,,,,,,,,,
1162,2023-04-18 19:23:00,,,,,,,,,,
1163,2023-04-18 19:24:00,,,,,,,,,,
1164,2023-04-18 19:25:00,,,,,,,,,,
1165,2023-04-18 19:26:00,,,,,,,,,,
1166,2023-04-18 19:27:00,,,,,,,,,,
1167,2023-04-18 19:28:00,,,,,,,,,,
1168,2023-04-18 19:29:00,,,,,,,,,,
1169,2023-04-18 19:30:00,,,,,,,,,,
1170,2023-04-18 19:31:00,,,,,,,,,,
1171,2023-04-18 19:32:00,,,,,,,,,,
1172,2023-04-18 19:33:00,,,,,,,,,,
1173,2023-04-18 19:34:00,,,,,,,,,,
1174,2023-04-18 19:35:00,,,,,,,,,,
1175,2023-04-18 19:36:00,,,,,,,,,,
1176,2023-04-18 19:37:00,,,,,,,,,,
1177,2023-04-18 19:38:00,,,,,,,,,,
1178,2023-04-18 19:39:00,,,,,,,,,,
1179,2023-04-18 19:40:00,,,,,,,,,,
1180,2023-04-18 19:41:00,,,,,,,,,,
1181,2023-04-18 19:42:00,,,,,,,,,,
1182,2023-04-18 19:43:00,,,,,,,,,,
1183,2023-04-18 19:44:00,,,,,,,,,,
1184,2023-04-18 19:45:00,,,,,,,,,,
1185,2023-04-18 19:46:00,,,,,,,,,,
1186,2023-04-18 19:47:00,,,,,,,,,,
1187,2023-04-18 19:48:00,,,,,,,,,,
1188,2023-04-18 19:49:00,,,,,,,,,,
1189,2023-04-18 19:50:00,,,,,,,,,,
1190,2023-04-18 19:51:00,,,,,,,,,,
1191,2023-04-18 19:52:00,,,,,,,,,,
1192,2023-04-18 19:53:00,,,,,,,,,,
1193,2023-04-18 19:54:00,,,,,,,,,,
1194,2023-04-18 19:55:00,,,,,,,,,,
1195,2023-04-18 19:56:00,,,,,,,,,,
1196,2023-04-18 19:57:00,,,,,,,,,,
1197,2023-04-18 19:58:00,,,,,,,,,,
1198,2023-04-18 19:59:00,,,,,,,,,,
1199,2023-04-18 20:00:00,,,,,,,,,,
1200,2023-04-18 20:01:00,,,,,,,,,,
1201,2023-04-18 20:02:00,,,,,,,,,,
1202,2023-04-18 20:03:00,,,,,,,,,,
1203,2023-04-18 20:04:00,,,,,,,,,,
1204,2023-04-18 20:05:00,,,,,,,,,,
1205,2023-04-18 20:06:00,,,,,,,,,,
1206,2023-04-18 20:07:00,,,,,,,,,,
1207,2023-04-18 20:08:00,,,,,,,,,,
1208,2023-04-18 20:09:00,,,,,,,,,,
1209,2023-04-18 20:10:00,,,,,,,,,,
1210,2023-04-18 20:11:00,,,,,,,,,,
1211,2023-04-18 20:12:00,,,,,,,,,,
1212,2023-04-18 20:13:00,,,,,,,,,,
1213,2023-04-18 20:14:00,,,,,,,,,,
1214,2023-04-18 20:15:00,,,,,,,,,,
1215,2023-04-18 20:16:00,,,,,,,,,,
1216,2023-04-18 20:17:00,,,,,,,,,,
1217,2023-04-18 20:18:00,,,,,,,,,,
1218,2023-04-18 20:19:00,,,,,,,,,,
1219,2023-04-18 20:20:00,,,,,,,,,,
1220,2023-04-18 20:21:00,,,,,,,,,,
1221,2023-04-18 20:22:00,,,,,,,,,,
1222,2023-04-18 20:23:00,,,,,,,,,,
1223,2023-04-18 20:24:00,,,,,,,,,,
1224,2023-04-18 20:25:00,,,,,,,,,,
1225,2023-04-18 20:26:00,,,,,,,,,,
1226,2023-04-18 20:27:00,,,,,,,,,,
1227,2023-04-18 20:28:00,,,,,,,,,,
1228,2023-04-18 20:29:00,,,,,,,,,,
1229,2023-04-18 20:30:00,,,,,,,,,,
1230,2023-04-18 20:31:00,,,,,,,,,,
1231,2023-04-18 20:32:00,,,,,,,,,,
1232,2023-04-18 20:33:00,,,,,,,,,,
1233,2023-04-18 20:34:00,,,,,,,,,,
1234,2023-04-18 20:35:00,,,,,,,,,,
1235,2023-04-18 20:36:00,,,,,,,,,,
1236,2023-04-18 20:37:00,,,,,,,,,,
1237,2023-04-18 20:38:00,,,,,,,,,,
1238,2023-04-18 20:39:00,,,,,,,,,,
1239,2023-04-18 20:40:00,,,,,,,,,,
1240,2023-04-18 20:41:00,,,,,,,,,,
1241,2023-04-18 20:42:00,,,,,,,,,,
1242,2023-04-18 20:43:00,,,,,,,,,,
1243,2023-04-18 20:44:00,,,,,,,,,,
1244,2023-04-18 20:45:00,,,,,,,,,,
1245,2023-04-18 20:46:00,,,,,,,,,,
1246,2023-04-18 20:47:00,,,,,,,,,,
1247,2023-04-18 20:48:00,,,,,,,,,,
1248,2023-04-18 20:49:00,,,,,,,,,,
1249,2023-04-18 20:50:00,,,,,,,,,,
1250,2023-04-18 20:51:00,,,,,,,,,,
1251,2023-04-18 20:52:00,,,,,,,,,,
1252,2023-04-18 20:53:00,,,,,,,,,,
1253,2023-04-18 20:54:00,,,,,,,,,,
1254,2023-04-18 20:55:00,,,,,,,,,,
1255,2023-04-18 20:56:00,,,,,,,,,,
1256,2023-04-18 20:57:00,,,,,,,,,,
1257,2023-04-18 20:58:00,,,,,,,,,,
1258,2023-04-18 20:59:00,,,,,,,,,,
1259,2023-04-18 21:00:00,,,,,,,,,,
1260,2023-04-18 21:01:00,,,,,,,,,,
1261,2023-04-18 21:02:00,,,,,,,,,,
1262,2023-04-18 21:03:00,,,,,,,,,,
1263,2023-04-18 21:04:00,,,,,,,,,,
1264,2023-04-18 21:05:00,,,,,,,,,,
1265,2023-04-18 21:06:00,,,,,,,,,,
1266,2023-04-18 21:07:00,,,,,,,,,,
1267,2023-04-18 21:08:00,,,,,,,,,,
1268,2023-04-18 21:09:00,,,,,,,,,,
1269,2023-04-18 21:10:00,,,,,,,,,,
1270,2023-04-18 21:11:00,,,,,,,,,,
1271,2023-04-18 21:12:00,,,,,,,,,,
1272,2023-04-18 21:13:00,,,,,,,,,,
1273,2023-04-18 21:14:00,,,,,,,,,,
1274,2023-04-18 21:15:00,,,,,,,,,,
1275,2023-04-18 21:16:00,,,,,,,,,,
1276,2023-04-18 21:17:00,,,,,,,,,,
1277,2023-04-18 21:18:00,,,,,,,,,,
1278,2023-04-18 21:19:00,,,,,,,,,,
1279,2023-04-18 21:20:00,,,,,,,,,,
1280,2023-04-18 21:21:00,,,,,,,,,,
1281,2023-04-18 21:22:00,,,,,,,,,,
1282,2023-04-18 21:23:00,,,,,,,,,,
1283,2023-04-18 21:24:00,,,,,,,,,,
1284,2023-04-18 21:25:00,,,,,,,,,,
