,5IAL_3_TT301.50,5IAL_3_QIT301.52,5IAL_3_PIT 301.55,5IAL_3_QIT301.57,5IAL_3_PIT301.60,5IAL_3_FIT301.61MF,5IAL_3_FIT301.61VF,5IAL_3_FIT301.61D,5IAL_3_PIT301.63,5IAL_3_P301.70,5IAL_3_R301.71,5IAL_3_P301.72,5IAL_3_XPV301.05,5IAL_3_XPV301.06,5IAL_3_XPV301.08,5IAL_3_XPV301.09,5IAL_3_XPV301.22,5IAL_3_XPV301.35,5IAL_3_XPV301.36,5IAL_3_XPV301.42,5IAL_3_XPV301.43,5IAL_3_XPV301.46,5IAL_3_XPV301.53,5IAL_3_XPV301.54,5IAL_3_XPV301.63,5IAL_3_LSL301.51,5IAL_3_LSL301.53,5IAL_3_GSC301.44,5IAL_3_GSO301.44,5IAL_3_LSL301.64,5IAL_3_LSL301.68,5IAL_3_LSLL301.69,5IAL_3_301.OCCUPIED,5IAL_3_LIT301.54,5IAL_3_LSH301.56,5IAL_3_XPV301.13,5IAL_3_WY301.54
mean,27.551459944868395,8.749495930296968,0.4797420675003747,3687.416250138481,0.00012062482486265975,99.803287375123,10.910976989397264,0.9893968969247511,2.171793667033776,1.419870707913275,296.24257065773446,0.057541430163374624,0.0,0.0,0.0,0.0,0.0,1.3033476484350054e-05,0.0,0.0,0.0,0.0,0.0031019674032753126,0.0010882952864432294,0.009103883324318511,0.0858515096024138,0.08143316107421913,0.9164684492118005,0.08343379971456687,0.0001955021472652508,0.010785201790799668,0.0014206489367941558,0.996761181093639,67.18581253950774,0.0,1.4186626349779412,1364.9104763083978
std,2.8696655941090463,1.359666853030583,0.3558417000965999,11843.182550283875,0.0013128075795084868,64.90055323789976,466.8228226125147,0.3044132878830089,0.11978391979518808,0.9049671894638319,261.4059607990593,0.6502274407688367,0.0,0.0,0.0,0.0,0.0,0.0036101671170239184,0.0,0.0,0.0,0.0,0.05560885901998289,0.03297136484607113,0.09497895889477684,0.28014465531471494,0.27349917980074345,0.27668399088331425,0.276536798238058,0.01398084139727168,0.10329027646943056,0.037664714168469955,0.056818385743109476,32.281603021435615,0.0,0.9043222988062107,645.6013676194602
